filename,distortion_scale,flip_prob,loss,samples_per_point
ILSVRC2012_val_00017440.png,0.05,0.75,0.007147457450628281,1
ILSVRC2012_val_00026908.png,0.05,0.75,0.14569036662578583,1
ILSVRC2012_val_00028221.png,0.05,0.75,0.1546817421913147,1
ILSVRC2012_val_00018317.png,0.05,1.0,0.08124244213104248,1
ILSVRC2012_val_00045761.png,0.05,1.0,0.009251581504940987,1
ILSVRC2012_val_00020011.png,0.05,1.0,0.2048725187778473,1
ILSVRC2012_val_00026001.png,0.05,1.0,1.8327223062515259,1
ILSVRC2012_val_00035367.png,0.05,1.0,0.5077730417251587,1
ILSVRC2012_val_00017440.png,0.05,1.0,0.06807450950145721,1
ILSVRC2012_val_00026908.png,0.05,1.0,0.2350442111492157,1
ILSVRC2012_val_00028221.png,0.05,1.0,0.19608630239963531,1
ILSVRC2012_val_00018317.png,0.1,0.0,0.04357721284031868,1
ILSVRC2012_val_00045761.png,0.1,0.0,0.053763292729854584,1
ILSVRC2012_val_00020011.png,0.1,0.0,0.08039844036102295,1
ILSVRC2012_val_00026001.png,0.1,0.0,1.323627233505249,1
ILSVRC2012_val_00035367.png,0.1,0.0,0.24900853633880615,1
ILSVRC2012_val_00017440.png,0.1,0.0,0.1506030261516571,1
ILSVRC2012_val_00026908.png,0.1,0.0,0.09041357785463333,1
ILSVRC2012_val_00028221.png,0.1,0.0,0.10293494164943695,1
ILSVRC2012_val_00018317.png,0.1,0.25,0.6978232860565186,1
ILSVRC2012_val_00045761.png,0.1,0.25,0.0937013179063797,1
ILSVRC2012_val_00020011.png,0.1,0.25,0.21431255340576172,1
ILSVRC2012_val_00026001.png,0.1,0.25,1.7333409786224365,1
ILSVRC2012_val_00035367.png,0.1,0.25,0.23591706156730652,1
ILSVRC2012_val_00017440.png,0.1,0.25,0.3776302635669708,1
ILSVRC2012_val_00026908.png,0.1,0.25,3.3682522773742676,1
ILSVRC2012_val_00028221.png,0.1,0.25,0.26999542117118835,1
ILSVRC2012_val_00018317.png,0.1,0.5,4.919349670410156,1
ILSVRC2012_val_00045761.png,0.1,0.5,0.032727841287851334,1
ILSVRC2012_val_00020011.png,0.1,0.5,0.2842871844768524,1
ILSVRC2012_val_00026001.png,0.1,0.5,0.7081852555274963,1
ILSVRC2012_val_00035367.png,0.1,0.5,1.494903802871704,1
ILSVRC2012_val_00017440.png,0.1,0.5,0.02622729167342186,1
ILSVRC2012_val_00026908.png,0.1,0.5,0.19917240738868713,1
ILSVRC2012_val_00028221.png,0.1,0.5,0.04809698835015297,1
ILSVRC2012_val_00018317.png,0.1,0.75,1.4270209074020386,1
ILSVRC2012_val_00045761.png,0.1,0.75,0.5002149939537048,1
ILSVRC2012_val_00020011.png,0.1,0.75,0.10646180808544159,1
ILSVRC2012_val_00026001.png,0.1,0.75,3.531808853149414,1
ILSVRC2012_val_00035367.png,0.1,0.75,0.5979681015014648,1
ILSVRC2012_val_00017440.png,0.1,0.75,0.03410211578011513,1
ILSVRC2012_val_00026908.png,0.1,0.75,0.2098277360200882,1
ILSVRC2012_val_00028221.png,0.1,0.75,0.10490298271179199,1
ILSVRC2012_val_00018317.png,0.1,1.0,0.5817593932151794,1
ILSVRC2012_val_00045761.png,0.1,1.0,0.11038766801357269,1
ILSVRC2012_val_00020011.png,0.1,1.0,0.1181788370013237,1
ILSVRC2012_val_00026001.png,0.1,1.0,2.0836005210876465,1
ILSVRC2012_val_00035367.png,0.1,1.0,0.7431727051734924,1
ILSVRC2012_val_00017440.png,0.1,1.0,0.007437989581376314,1
ILSVRC2012_val_00026908.png,0.1,1.0,0.17504248023033142,1
ILSVRC2012_val_00028221.png,0.1,1.0,0.13674063980579376,1
ILSVRC2012_val_00018317.png,0.15,0.0,0.13468317687511444,1
ILSVRC2012_val_00045761.png,0.15,0.0,0.05632937327027321,1
ILSVRC2012_val_00020011.png,0.15,0.0,0.3833625912666321,1
ILSVRC2012_val_00026001.png,0.15,0.0,0.23546895384788513,1
ILSVRC2012_val_00035367.png,0.15,0.0,0.26593101024627686,1
ILSVRC2012_val_00017440.png,0.15,0.0,0.05115832760930061,1
ILSVRC2012_val_00026908.png,0.15,0.0,1.2291297912597656,1
ILSVRC2012_val_00028221.png,0.15,0.0,0.1507594883441925,1
ILSVRC2012_val_00018317.png,0.15,0.25,3.247873067855835,1
ILSVRC2012_val_00045761.png,0.15,0.25,1.6681301593780518,1
ILSVRC2012_val_00020011.png,0.15,0.25,0.20822076499462128,1
ILSVRC2012_val_00026001.png,0.15,0.25,2.6143763065338135,1
ILSVRC2012_val_00035367.png,0.15,0.25,1.251987099647522,1
ILSVRC2012_val_00017440.png,0.15,0.25,0.020575417205691338,1
ILSVRC2012_val_00026908.png,0.15,0.25,0.04783371463418007,1
ILSVRC2012_val_00028221.png,0.15,0.25,0.34158530831336975,1
ILSVRC2012_val_00018317.png,0.15,0.5,0.1488247960805893,1
ILSVRC2012_val_00045761.png,0.15,0.5,1.177666425704956,1
ILSVRC2012_val_00020011.png,0.15,0.5,0.5484393835067749,1
ILSVRC2012_val_00026001.png,0.15,0.5,2.5667686462402344,1
ILSVRC2012_val_00035367.png,0.15,0.5,1.4478662014007568,1
ILSVRC2012_val_00017440.png,0.15,0.5,0.034924279898405075,1
ILSVRC2012_val_00026908.png,0.15,0.5,2.809236526489258,1
ILSVRC2012_val_00028221.png,0.15,0.5,0.0819854736328125,1
ILSVRC2012_val_00018317.png,0.15,0.75,1.6202538013458252,1
ILSVRC2012_val_00045761.png,0.15,0.75,0.17781707644462585,1
ILSVRC2012_val_00020011.png,0.15,0.75,0.08479262888431549,1
ILSVRC2012_val_00026001.png,0.15,0.75,0.9477808475494385,1
ILSVRC2012_val_00035367.png,0.15,0.75,0.25052571296691895,1
